0,0
1,-0.00781249
2,0
3,0.0078125
4,0
5,-0.0078125
6,0
7,0.0078125
8,0
9,-0.0078125
10,0
11,0.0078125
12,0
13,-0.0078125
14,0
15,0.0078125
16,0
17,-0.0078125
18,0
19,0.0078125
20,0
21,-0.0078125
22,0
23,0.00781251
24,0
25,-0.0078125
26,0
27,0.0078125
28,0
29,-0.0078125
30,0
31,0.00781249
32,0
33,-0.0078125
34,0
35,0.0078125
36,0
37,-0.0078125
38,0
39,0.0078125
40,0
41,-0.0078125
42,0
43,0.0078125
44,0
45,-0.0078125
46,0
47,0.0078125
48,0
49,-0.00781249
50,0
51,0.0078125
52,0
53,-0.0078125
54,0
55,0.0078125
56,0
57,-0.0078125
58,0
59,0.0078125
60,0
61,-0.0078125
62,0
63,0.0078125
64,0
65,-0.0078125
66,0
67,0.0078125
68,0
69,-0.0078125
70,0
71,0.0078125
72,0
73,-0.0078125
74,0
75,0.0078125
76,0
77,-0.0078125
78,0
79,0.00781249
80,0
81,-0.0078125
82,0
83,0.0078125
84,0
85,-0.0078125
86,0
87,0.0078125
88,0
89,-0.0078125
90,0
91,0.0078125
92,0
93,-0.0078125
94,0
95,0.0078125
96,0
97,-0.00781249
98,0
99,0.0078125
100,0
101,-0.0078125
102,0
103,0.0078125
104,0
105,-0.00781251
106,0
107,0.0078125
108,0
109,-0.0078125
110,0
111,0.0078125
112,0
113,-0.0078125
114,0
115,0.0078125
116,0
117,-0.0078125
118,0
119,0.0078125
120,0
121,-0.0078125
122,0
123,0.0078125
124,0
125,-0.0078125
126,0
127,0.00781249
