0,1
1,0.923956
2,0.707388
3,0.383235
4,0.000796327
5,-0.381764
6,-0.706262
7,-0.923345
8,-0.999999
9,-0.924564
10,-0.708513
11,-0.384706
12,-0.00238898
13,0.380291
14,0.705133
15,0.922733
16,0.999995
17,0.925169
18,0.709636
19,0.386175
20,0.00398162
21,-0.378818
22,-0.704003
23,-0.922118
24,-0.999989
25,-0.925773
26,-0.710757
27,-0.387644
28,-0.00557426
29,0.377343
30,0.702871
31,0.9215
32,0.99998
33,0.926374
34,0.711877
35,0.389112
36,0.00716688
37,-0.375868
38,-0.701737
39,-0.92088
40,-0.999968
41,-0.926972
42,-0.712994
43,-0.390578
44,-0.00875948
45,0.374391
46,0.700602
47,0.920258
48,0.999954
49,0.927569
50,0.71411
51,0.392044
52,0.0103521
53,-0.372914
54,-0.699464
55,-0.919634
56,-0.999938
57,-0.928163
58,-0.715224
59,-0.393508
60,-0.0119446
61,0.371436
62,0.698325
63,0.919007
64,0.999919
65,0.928754
66,0.716336
67,0.394972
68,0.0135371
69,-0.369957
70,-0.697184
71,-0.918378
72,-0.999897
73,-0.929343
74,-0.717447
75,-0.396435
76,-0.0151296
77,0.368477
78,0.696042
79,0.917747
80,0.999873
81,0.92993
82,0.718555
83,0.397896
84,0.0167221
85,-0.366996
86,-0.694897
87,-0.917113
88,-0.999847
89,-0.930515
90,-0.719662
91,-0.399357
92,-0.0183145
93,0.365514
94,0.693751
95,0.916477
96,0.999817
97,0.931097
98,0.720767
99,0.400817
100,0.0199069
101,-0.364031
102,-0.692603
103,-0.915839
104,-0.999786
105,-0.931677
106,-0.72187
107,-0.402275
108,-0.0214992
109,0.362547
110,0.691454
111,0.915198
112,0.999751
113,0.932254
114,0.722971
115,0.403733
116,0.0230914
117,-0.361062
118,-0.690302
119,-0.914555
120,-0.999715
121,-0.932829
122,-0.724071
123,-0.40519
124,-0.0246836
125,0.359576
126,0.689149
127,0.91391
